Project ID,Region,Subregion,DEP Segment,Station ID,Date/time (EASTERN STANDARD TIME),Surface or Bottom,Sample depth (m),Enterococcus (#/100mL),Enterococcus '<' or  '>',E. coli (#/100mL),E. coli    '<' or  '>',Fecal coliform (#/100mL),Fecal coliform '<' or  '>',"Logan Rainfall (current day), in.","Logan Rainfall (current day + previous day), in.","Logan Rainfall (current day + previous 2 days), in.",Swimmable,E. coli (#/100mL)/Fecal coliform (#/100mL)
BHWQM,CHARLES RIVER,UPPER BASIN,MA72-07,012,12/16/19 10:44,S,0.1,327,,512,,,,0,0,1.25,N,512
BHWQM,CHARLES RIVER,LOWER BASIN,MA72-38,166,12/16/19 9:57,S,0.1,292,,1200,,,,0,0,1.25,N,1200
BHWQM,CHARLES RIVER,LOWER BASIN,MA72-38,166,12/16/19 9:57,S,0.1,419,,959,,,,0,0,1.25,N,959
BHWQM,CHARLES RIVER,UPPER BASIN,MA72-07,012,12/5/19 11:01,S,0.1,145,,345,,,,0,0,0.38,N,345
BHWQM,CHARLES RIVER,LOWER BASIN,MA72-38,166,12/5/19 10:31,S,0.1,52,,216,,,,0,0,0.38,N,216
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-07,012,11/27/19 9:45,S,0.1,262,,298,,,,0.2,0.2,0.2,N,298
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,001,11/27/19 9:30,S,0.1,305,,464,,,,0.2,0.2,0.2,N,464
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,002,11/27/19 9:17,S,0.1,109,,336,,,,0.2,0.2,0.2,N,336
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,003,11/27/19 9:02,S,0.1,97,,402,,,,0.2,0.2,0.2,N,402
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,210,11/27/19 8:43,S,0.1,134,,364,,,,0.2,0.2,0.2,N,364
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,007,11/27/19 8:35,S,0.1,187,,471,,,,0.2,0.2,0.2,N,471
CSORWM,CHARLES RIVER,MID-BASIN,MA72-36,206,11/27/19 8:27,S,0.1,160,,246,,,,0.2,0.2,0.2,N,246
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,145,11/27/19 8:15,S,0.1,657,,419,,,,0.2,0.2,0.2,N,419
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,009,11/27/19 8:05,S,0.1,243,,496,,,,0.2,0.2,0.2,N,496
CSORWM,CHARLES RIVER,LOWER BASIN,MA72-38,011,11/27/19 8:00,S,0.1,335,,435,,,,0.2,0.2,0.2,N,435
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-07,012,11/26/19 10:25,S,0.1,246,,301,,,,0,0,1.51,N,301
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,001,11/26/19 10:17,S,0.1,1020,,81,,,,0,0,1.51,Y,81
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,002,11/26/19 10:08,S,0.1,318,,467,,,,0,0,1.51,N,467
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,003,11/26/19 10:01,S,0.1,216,,744,,,,0,0,1.51,N,744
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,210,11/26/19 9:40,S,0.1,275,,620,,,,0,0,1.51,N,620
CSORWM,CHARLES RIVER,MID-BASIN,MA72-36,206,11/26/19 9:30,S,0.1,1380,,1610,,,,0,0,1.51,N,1610
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,145,11/26/19 9:02,S,0.1,231,,616,,,,0,0,1.51,N,616
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,009,11/26/19 8:52,S,0.1,413,,638,,,,0,0,1.51,N,638
CSORWM,CHARLES RIVER,LOWER BASIN,MA72-38,011,11/26/19 8:39,S,0.1,309,,627,,,,0,0,1.51,N,627
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-07,012,11/25/19 10:58,S,0.1,359,,359,,,,0,1.51,1.51,N,359
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,001,11/25/19 10:51,S,0.1,1250,,1260,,,,0,1.51,1.51,N,1260
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,002,11/25/19 10:44,S,0.1,1180,,909,,,,0,1.51,1.51,N,909
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,003,11/25/19 10:36,S,0.1,2250,,3280,,,,0,1.51,1.51,N,3280
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,210,11/25/19 10:04,S,0.1,504,,613,,,,0,1.51,1.51,N,613
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,007,11/25/19 9:54,S,0.1,335,,784,,,,0,1.51,1.51,N,784
CSORWM,CHARLES RIVER,MID-BASIN,MA72-36,206,11/25/19 9:42,S,0.1,907,,905,,,,0,1.51,1.51,N,905
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,145,11/25/19 9:26,S,0.1,238,,336,,,,0,1.51,1.51,N,336
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,009,11/25/19 9:15,S,0.1,1120,,1620,,,,0,1.51,1.51,N,1620
CSORWM,CHARLES RIVER,LOWER BASIN,MA72-38,011,11/25/19 9:04,S,0.1,169,,457,,,,0,1.51,1.51,N,457
BHWQM,CHARLES RIVER,UPPER BASIN,MA72-07,012,11/18/19 11:08,S,0.1,52,,233,,,,0.24,0.24,0.24,N,233
BHWQM,CHARLES RIVER,LOWER BASIN,MA72-38,166,11/18/19 10:47,S,0.1,20,,52,,,,0.24,0.24,0.24,Y,52
BHWQM,CHARLES RIVER,UPPER BASIN,MA72-07,012,11/5/19 10:57,S,0.1,30,,52,,,,0.4,0.4,0.4,Y,52
BHWQM,CHARLES RIVER,LOWER BASIN,MA72-38,166,11/5/19 10:33,S,0.1,10,,109,,,,0.4,0.4,0.4,Y,109
BHWQM,CHARLES RIVER,LOWER BASIN,MA72-38,166,11/5/19 10:33,S,0.1,10,<,98,,,,0.4,0.4,0.4,Y,98
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-07,012,11/2/19 9:20,S,0.1,31,,63,,,,0,0.01,0.08,Y,63
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,001,11/2/19 9:15,S,0.1,86,,169,,,,0,0.01,0.08,N,169
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,002,11/2/19 9:07,S,0.1,10,,160,,,,0,0.01,0.08,N,160
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,003,11/2/19 8:57,S,0.1,97,,364,,,,0,0.01,0.08,N,364
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,210,11/2/19 8:40,S,0.1,41,,233,,,,0,0.01,0.08,N,233
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,007,11/2/19 8:20,S,0.1,295,,1720,,,,0,0.01,0.08,N,1720
CSORWM,CHARLES RIVER,MID-BASIN,MA72-36,206,11/2/19 8:11,S,0.1,52,,185,,,,0,0.01,0.08,N,185
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,145,11/2/19 8:05,S,0.1,130,,74,,,,0,0.01,0.08,Y,74
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,009,11/2/19 7:57,S,0.1,20,,109,,,,0,0.01,0.08,Y,109
CSORWM,CHARLES RIVER,LOWER BASIN,MA72-38,011,11/2/19 7:50,S,0.1,20,,243,,,,0,0.01,0.08,N,243
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-07,012,11/1/19 10:17,S,0.1,201,,335,,,,0.01,0.08,0.17,N,335
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,001,11/1/19 10:10,S,0.1,689,,560,,,,0.01,0.08,0.17,N,560
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,002,11/1/19 10:02,S,0.1,233,,336,,,,0.01,0.08,0.17,N,336
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,003,11/1/19 9:55,S,0.1,201,,609,,,,0.01,0.08,0.17,N,609
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,210,11/1/19 9:17,S,0.1,52,,211,,,,0.01,0.08,0.17,N,211
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,007,11/1/19 9:09,S,0.1,85,,259,,,,0.01,0.08,0.17,N,259
CSORWM,CHARLES RIVER,MID-BASIN,MA72-36,206,11/1/19 8:59,S,0.1,135,,235,,,,0.01,0.08,0.17,N,235
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,145,11/1/19 8:43,S,0.1,52,,203,,,,0.01,0.08,0.17,N,203
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,009,11/1/19 8:34,S,0.1,85,,389,,,,0.01,0.08,0.17,N,389
CSORWM,CHARLES RIVER,LOWER BASIN,MA72-38,011,11/1/19 8:21,S,0.1,85,,345,,,,0.01,0.08,0.17,N,345
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-07,012,10/29/19 10:38,S,0.1,336,,393,,,,0.03,0.09,1.52,N,393
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-07,012,10/28/19 10:31,S,0.1,388,,657,,,,0.06,1.49,1.49,N,657
BHWQM,CHARLES RIVER,UPPER BASIN,MA72-07,012,10/22/19 9:55,S,0.1,41,,52,,,,0.16,0.16,0.16,Y,52
BHWQM,CHARLES RIVER,LOWER BASIN,MA72-38,166,10/22/19 9:32,S,0.1,41,,110,,,,0.16,0.16,0.16,Y,110
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-07,012,10/21/19 10:23,S,0.1,41,,209,,,,0,0,0,N,209
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-07,012,10/20/19 8:32,S,0.1,158,,317,,,,0,0,0,N,317
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-07,012,10/19/19 8:36,S,0.1,432,,723,,,,0,0,0.67,N,723
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-07,012,10/18/19 9:45,S,0.1,1500,,2610,,,,0,0.67,1.2,N,2610
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-07,012,10/17/19 10:29,S,0.1,5170,,5170,,,,0.67,1.2,1.2,N,5170
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-07,012,10/16/19 10:27,S,0.1,41,,31,,,,0.53,0.53,0.53,Y,31
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-07,012,10/15/19 10:24,S,0.1,41,,109,,,,0,0,0,Y,109
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-07,012,10/14/19 8:42,S,0.1,52,,74,,,,0,0,0.01,Y,74
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-07,012,10/13/19 8:16,S,0.1,20,,41,,,,0,0.01,0.34,Y,41
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-07,012,10/12/19 8:10,S,0.1,336,,161,,,,0.01,0.34,0.36,N,161
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-07,012,10/11/19 9:27,S,0.1,41,,1190,,,,0.33,0.35,0.42,N,1190
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-07,012,10/10/19 9:57,S,0.1,10,,86,,,,0.02,0.09,0.1,Y,86
BHWQM,CHARLES RIVER,UPPER BASIN,MA72-07,012,10/7/19 10:18,S,0.1,41,,63,,,,0.16,0.16,0.16,Y,63
BHWQM,CHARLES RIVER,LOWER BASIN,MA72-38,166,10/7/19 9:46,S,0.1,20,,31,,,,0.16,0.16,0.16,Y,31
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,001,9/27/19 9:54,S,0.1,613,,1320,,,,0,0.27,0.27,N,1320
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,144,9/27/19 9:45,S,0.1,197,,337,,,,0,0.27,0.27,N,337
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,002,9/27/19 9:39,S,0.1,121,,571,,,,0,0.27,0.27,N,571
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,003,9/27/19 9:24,S,0.1,52,,314,,,,0,0.27,0.27,N,314
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,004,9/27/19 9:06,S,0.1,10,<,74,,,,0,0.27,0.27,Y,74
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,005,9/27/19 8:57,S,0.1,10,,74,,,,0,0.27,0.27,Y,74
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,006,9/27/19 8:51,S,0.1,122,,650,,,,0,0.27,0.27,N,650
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,145,9/27/19 8:43,S,0.1,10,,213,,,,0,0.27,0.27,N,213
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,007,9/27/19 8:38,B,4.3,20,,317,,,,0,0.27,0.27,N,317
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,007,9/27/19 8:38,S,0.1,20,,143,,,,0,0.27,0.27,N,143
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,008,9/27/19 8:34,B,3.6,30,,530,,,,0,0.27,0.27,N,530
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,008,9/27/19 8:34,S,0.1,20,,521,,,,0,0.27,0.27,N,521
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,009,9/27/19 8:29,B,8.4,10,<,20,,,,0,0.27,0.27,Y,20
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,009,9/27/19 8:29,S,0.1,10,<,41,,,,0,0.27,0.27,Y,41
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,010,9/27/19 8:23,B,7.3,10,<,41,,,,0,0.27,0.27,Y,41
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,010,9/27/19 8:23,S,0.1,20,,41,,,,0,0.27,0.27,Y,41
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,210,9/27/19 8:19,S,0.1,20,,20,,,,0,0.27,0.27,Y,20
CSORWM,CHARLES RIVER,LOWER BASIN,MA72-38,011,9/27/19 8:09,B,6,110,,109,,,,0,0.27,0.27,Y,109
CSORWM,CHARLES RIVER,LOWER BASIN,MA72-38,011,9/27/19 8:09,S,0.1,10,,122,,,,0,0.27,0.27,Y,122
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,001,9/25/19 9:34,S,0.1,41,,331,,,,0,0.01,0.14,N,331
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,144,9/25/19 9:21,S,0.1,63,,3650,,,,0,0.01,0.14,N,3650
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,002,9/25/19 9:16,S,0.1,52,,1160,,,,0,0.01,0.14,N,1160
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,003,9/25/19 9:02,S,0.1,30,,110,,,,0,0.01,0.14,Y,110
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,004,9/25/19 8:47,S,0.1,31,,419,,,,0,0.01,0.14,N,419
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,005,9/25/19 8:40,S,0.1,31,,669,,,,0,0.01,0.14,N,669
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,006,9/25/19 8:36,S,0.1,41,,601,,,,0,0.01,0.14,N,601
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,145,9/25/19 8:31,S,0.1,10,<,20,,,,0,0.01,0.14,Y,20
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,007,9/25/19 8:27,B,4.5,41,,41,,,,0,0.01,0.14,Y,41
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,007,9/25/19 8:27,S,0.1,20,,20,,,,0,0.01,0.14,Y,20
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,008,9/25/19 8:23,B,4.4,10,,41,,,,0,0.01,0.14,Y,41
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,008,9/25/19 8:23,S,0.1,10,<,10,,,,0,0.01,0.14,Y,10
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,009,9/25/19 8:17,B,8.5,10,,20,,,,0,0.01,0.14,Y,20
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,009,9/25/19 8:17,S,0.1,10,<,10,,,,0,0.01,0.14,Y,10
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,010,9/25/19 8:13,B,8.4,10,,10,<,,,0,0.01,0.14,Y,10
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,010,9/25/19 8:13,S,0.1,10,<,20,,,,0,0.01,0.14,Y,20
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,210,9/25/19 8:09,S,0.1,10,<,63,,,,0,0.01,0.14,Y,63
CSORWM,CHARLES RIVER,LOWER BASIN,MA72-38,011,9/25/19 7:59,B,5.7,30,,74,,,,0,0.01,0.14,Y,74
CSORWM,CHARLES RIVER,LOWER BASIN,MA72-38,011,9/25/19 7:59,S,0.1,10,,10,,,,0,0.01,0.14,Y,10
BHWQM,CHARLES RIVER,UPPER BASIN,MA72-07,012,9/24/19 10:28,S,0.1,185,,313,,,,0.01,0.14,0.14,N,313
BHWQM,CHARLES RIVER,LOWER BASIN,MA72-38,166,9/24/19 9:40,S,0.1,10,<,31,,,,0.01,0.14,0.14,Y,31
BHWQM,CHARLES RIVER,UPPER BASIN,MA72-07,012,9/12/19 10:45,S,0.1,121,,108,,,,0.07,0.07,0.07,Y,108
BHWQM,CHARLES RIVER,LOWER BASIN,MA72-38,166,9/12/19 9:54,S,0.1,20,,41,,,,0.07,0.07,0.07,Y,41
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,144,9/6/19 9:07,S,0.1,52,,323,,,,0,0,0.33,N,323
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-07,012,9/6/19 9:04,S,0.1,74,,221,,,,0,0,0.33,N,221
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,002,9/6/19 9:01,S,0.1,31,,201,,,,0,0,0.33,N,201
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,001,9/6/19 8:52,S,0.1,110,,350,,,,0,0,0.33,N,350
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,003,9/6/19 8:46,S,0.1,52,,243,,,,0,0,0.33,N,243
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,004,9/6/19 8:34,S,0.1,20,,97,,,,0,0,0.33,Y,97
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,005,9/6/19 8:24,S,0.1,31,,63,,,,0,0,0.33,Y,63
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,006,9/6/19 8:16,S,0.1,20,,156,,,,0,0,0.33,N,156
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,145,9/6/19 8:11,S,0.1,10,<,109,,,,0,0,0.33,Y,109
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,007,9/6/19 8:07,B,4.7,31,,20,,,,0,0,0.33,Y,20
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,007,9/6/19 8:07,S,0.1,10,<,52,,,,0,0,0.33,Y,52
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,008,9/6/19 8:03,B,3.8,10,,20,,,,0,0,0.33,Y,20
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,008,9/6/19 8:03,S,0.1,10,<,85,,,,0,0,0.33,Y,85
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,009,9/6/19 7:58,B,8.5,10,<,63,,,,0,0,0.33,Y,63
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,009,9/6/19 7:58,S,0.1,10,,31,,,,0,0,0.33,Y,31
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,010,9/6/19 7:50,B,8.8,51,,10,,,,0,0,0.33,Y,10
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,010,9/6/19 7:50,S,0.1,10,<,20,,,,0,0,0.33,Y,20
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,210,9/6/19 7:46,S,0.1,10,<,73,,,,0,0,0.33,Y,73
CSORWM,CHARLES RIVER,LOWER BASIN,MA72-38,011,9/6/19 7:36,B,6.5,41,,84,,,,0,0,0.33,Y,84
CSORWM,CHARLES RIVER,LOWER BASIN,MA72-38,011,9/6/19 7:36,S,0.1,10,<,20,,,,0,0,0.33,Y,20
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,144,9/5/19 9:57,S,0.1,213,,637,,,,0,0.33,0.33,N,637
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,002,9/5/19 9:47,S,0.1,134,,408,,,,0,0.33,0.33,N,408
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,003,9/5/19 9:35,S,0.1,41,,272,,,,0,0.33,0.33,N,272
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,004,9/5/19 9:21,S,0.1,63,,189,,,,0,0.33,0.33,N,189
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,005,9/5/19 9:13,S,0.1,74,,393,,,,0,0.33,0.33,N,393
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,006,9/5/19 9:08,S,0.1,31,,74,,,,0,0.33,0.33,Y,74
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,145,9/5/19 9:03,S,0.1,20,,98,,,,0,0.33,0.33,Y,98
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,007,9/5/19 8:59,B,3.9,20,,109,,,,0,0.33,0.33,Y,109
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,007,9/5/19 8:59,S,0.1,10,<,97,,,,0,0.33,0.33,Y,97
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-07,012,9/5/19 8:57,S,0.1,282,,368,,,,0,0.33,0.33,N,368
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,008,9/5/19 8:55,B,3.7,10,,108,,,,0,0.33,0.33,Y,108
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,008,9/5/19 8:55,S,0.1,10,<,63,,,,0,0.33,0.33,Y,63
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,009,9/5/19 8:51,B,8.7,10,<,31,,,,0,0.33,0.33,Y,31
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,009,9/5/19 8:51,S,0.1,10,<,74,,,,0,0.33,0.33,Y,74
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,001,9/5/19 8:46,S,0.1,836,,697,,,,0,0.33,0.33,N,697
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,010,9/5/19 8:44,B,8.7,31,,41,,,,0,0.33,0.33,Y,41
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,010,9/5/19 8:44,S,0.1,10,<,74,,,,0,0.33,0.33,Y,74
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,210,9/5/19 8:40,S,0.1,20,,132,,,,0,0.33,0.33,N,132
CSORWM,CHARLES RIVER,LOWER BASIN,MA72-38,011,9/5/19 8:31,B,2.9,63,,134,,,,0,0.33,0.33,N,134
CSORWM,CHARLES RIVER,LOWER BASIN,MA72-38,011,9/5/19 8:31,S,0.1,10,,84,,,,0,0.33,0.33,Y,84
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,144,9/4/19 9:26,S,0.1,135,,455,,,,0.33,0.33,1.44,N,455
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,002,9/4/19 9:19,S,0.1,341,,733,,,,0.33,0.33,1.44,N,733
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,003,9/4/19 9:07,S,0.1,201,,1510,,,,0.33,0.33,1.44,N,1510
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,004,9/4/19 8:51,S,0.1,62,,504,,,,0.33,0.33,1.44,N,504
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-07,012,9/4/19 8:46,S,0.1,146,,842,,,,0.33,0.33,1.44,N,842
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,005,9/4/19 8:44,S,0.1,52,,364,,,,0.33,0.33,1.44,N,364
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,006,9/4/19 8:37,S,0.1,52,,563,,,,0.33,0.33,1.44,N,563
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,001,9/4/19 8:35,S,0.1,158,,413,,,,0.33,0.33,1.44,N,413
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,145,9/4/19 8:32,S,0.1,63,,591,,,,0.33,0.33,1.44,N,591
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,007,9/4/19 8:30,B,4.1,74,,160,,,,0.33,0.33,1.44,N,160
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,007,9/4/19 8:30,S,0.1,132,,457,,,,0.33,0.33,1.44,N,457
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,008,9/4/19 8:25,B,3.7,31,,359,,,,0.33,0.33,1.44,N,359
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,008,9/4/19 8:25,S,0.1,20,,369,,,,0.33,0.33,1.44,N,369
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,009,9/4/19 8:21,B,8.7,10,<,41,,,,0.33,0.33,1.44,Y,41
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,009,9/4/19 8:21,S,0.1,52,,402,,,,0.33,0.33,1.44,N,402
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,010,9/4/19 8:14,B,8.3,51,,41,,,,0.33,0.33,1.44,Y,41
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,010,9/4/19 8:14,S,0.1,10,<,131,,,,0.33,0.33,1.44,N,131
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,210,9/4/19 8:11,S,0.1,20,,122,,,,0.33,0.33,1.44,Y,122
CSORWM,CHARLES RIVER,LOWER BASIN,MA72-38,011,9/4/19 8:02,B,6.9,63,,323,,,,0.33,0.33,1.44,N,323
CSORWM,CHARLES RIVER,LOWER BASIN,MA72-38,011,9/4/19 8:02,S,0.1,20,,171,,,,0.33,0.33,1.44,N,171
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,144,9/3/19 9:55,S,0.1,8660,,3610,,,,0,1.11,1.11,N,3610
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,002,9/3/19 9:51,S,0.1,8160,,5480,,,,0,1.11,1.11,N,5480
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,003,9/3/19 9:37,S,0.1,754,,1210,,,,0,1.11,1.11,N,1210
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,004,9/3/19 9:21,S,0.1,1500,,1610,,,,0,1.11,1.11,N,1610
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-07,012,9/3/19 9:21,S,0.1,2100,,1620,,,,0,1.11,1.11,N,1620
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,001,9/3/19 9:11,S,0.1,3080,,3650,,,,0,1.11,1.11,N,3650
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,005,9/3/19 9:10,S,0.1,880,,1420,,,,0,1.11,1.11,N,1420
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,006,9/3/19 9:06,S,0.1,932,,1320,,,,0,1.11,1.11,N,1320
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,145,9/3/19 8:57,S,0.1,413,,1330,,,,0,1.11,1.11,N,1330
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,007,9/3/19 8:52,B,4.2,63,,109,,,,0,1.11,1.11,Y,109
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,007,9/3/19 8:52,S,0.1,529,,1670,,,,0,1.11,1.11,N,1670
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,008,9/3/19 8:48,B,3.5,1560,,3260,,,,0,1.11,1.11,N,3260
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,008,9/3/19 8:48,S,0.1,437,,1450,,,,0,1.11,1.11,N,1450
