Project ID,Region,Subregion,DEP Segment,Station ID,Date/time (EASTERN STANDARD TIME),Surface or Bottom,Sample depth (m),Enterococcus (#/100mL),Enterococcus '<' or  '>',E. coli (#/100mL),E. coli    '<' or  '>',Fecal coliform (#/100mL),Fecal coliform '<' or  '>',"Logan Rainfall (current day), in.","Logan Rainfall (current day + previous day), in.","Logan Rainfall (current day + previous 2 days), in.",Swimmable,E. coli (#/100mL)/Fecal coliform (#/100mL)
BHWQM,CHARLES RIVER,UPPER BASIN,MA72-36,005,4/16/08 9:55,S,0.1,10,<,677,,,,0,0,0,N,677
BHWQM,CHARLES RIVER,LOWER BASIN,MA72-38,166,4/16/08 9:27,S,0.1,10,<,471,,,,0,0,0,N,471
BHWQM,CHARLES RIVER,UPPER BASIN,MA72-07,012,4/3/08 10:57,S,0.1,20,,146,,,,0,0,0.17,N,146
BHWQM,CHARLES RIVER,UPPER BASIN,MA72-36,005,4/3/08 10:40,S,0.1,10,<,74,,,,0,0,0.17,Y,74
BHWQM,CHARLES RIVER,LOWER BASIN,MA72-38,166,4/3/08 10:09,S,0.1,10,,163,,,,0,0,0.17,N,163
BHWQM,CHARLES RIVER,UPPER BASIN,MA72-07,012,3/20/08 9:50,S,0.1,41,,1520,,,,0.27,0.76,0.76,N,1520
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,005,3/20/08 9:33,S,0.1,120,,2050,,,,0.27,0.76,0.76,N,2050
BHWQM,CHARLES RIVER,LOWER BASIN,MA72-38,166,3/20/08 9:10,S,0.1,20,,496,,,,0.27,0.76,0.76,N,496
BHWQM,CHARLES RIVER,LOWER BASIN,MA72-38,166,3/10/08 9:51,S,0.1,63,,1010,,,,0,0,1.88,N,1010
BHWQM,CHARLES RIVER,LOWER BASIN,MA72-38,166,3/6/08 9:17,S,0.1,30,,573,,,,0,0.28,0.65,N,573
BHWQM,CHARLES RIVER,UPPER BASIN,MA72-07,012,3/5/08 10:23,S,0.1,413,,1140,,,,0.28,0.65,0.65,N,1140
BHWQM,CHARLES RIVER,LOWER BASIN,MA72-38,166,3/5/08 9:55,S,0.1,10,<,717,,,,0.28,0.65,0.65,N,717
BHWQM,CHARLES RIVER,UPPER BASIN,MA72-07,012,2/20/08 11:30,S,0.1,20,,395,,,,0,0,0.54,N,395
BHWQM,CHARLES RIVER,LOWER BASIN,MA72-38,166,2/20/08 10:34,S,0.1,52,,627,,,,0,0,0.54,N,627
BHWQM,CHARLES RIVER,LOWER BASIN,MA72-38,166,2/19/08 9:45,S,0.1,121,,1660,,,,0,0.54,0.54,N,1660
BHWQM,CHARLES RIVER,LOWER BASIN,MA72-38,166,2/14/08 9:37,S,0.1,223,,2140,,,,0,2.66,2.81,N,2140
BHWQM,CHARLES RIVER,UPPER BASIN,MA72-07,012,2/7/08 11:10,S,0.1,85,,495,,,,0.66,1.6,2.03,N,495
BHWQM,CHARLES RIVER,LOWER BASIN,MA72-38,166,2/7/08 10:30,S,0.1,74,,1110,,,,0.66,1.6,2.03,N,1110
BHWQM,CHARLES RIVER,LOWER BASIN,MA72-38,166,2/6/08 8:57,S,0.1,41,,754,,,,0.94,1.37,1.37,N,754
BHWQM,CHARLES RIVER,UPPER BASIN,MA72-07,012,1/23/08 10:42,S,0.1,30,,520,,,,0,0.03,0.03,N,520
BHWQM,CHARLES RIVER,UPPER BASIN,MA72-07,012,1/9/08 11:05,S,0.1,31,,309,,,,0,0,0,N,309
BHWQM,CHARLES RIVER,LOWER BASIN,MA72-38,166,1/9/08 10:31,S,0.1,31,,537,,,,0,0,0,N,537
BHWQM,CHARLES RIVER,LOWER BASIN,MA72-38,166,12/31/07 8:40,S,0.1,110,,563,,,,0.47,0.56,0.71,N,563
BHWQM,CHARLES RIVER,UPPER BASIN,MA72-07,012,12/27/07 10:07,S,0.1,98,,987,,,,0.42,0.6,0.6,N,987
BHWQM,CHARLES RIVER,LOWER BASIN,MA72-38,166,12/27/07 9:16,S,0.1,10,,369,,,,0.42,0.6,0.6,N,369
BHWQM,CHARLES RIVER,LOWER BASIN,MA72-38,166,12/24/07 9:20,S,0.1,20,,1200,,,,0.01,0.5,0.5,N,1200
BHWQM,CHARLES RIVER,LOWER BASIN,MA72-38,166,12/17/07 9:29,S,0.1,10,<,121,,,,0,1.25,1.25,Y,121
BHWQM,CHARLES RIVER,UPPER BASIN,MA72-07,012,12/10/07 11:26,S,0.1,20,,345,,,,0.06,0.1,0.1,N,345
BHWQM,CHARLES RIVER,LOWER BASIN,MA72-38,166,12/10/07 10:50,S,0.1,10,<,408,,,,0.06,0.1,0.1,N,408
BHWQM,CHARLES RIVER,LOWER BASIN,MA72-38,166,12/3/07 9:26,S,0.1,10,<,933,,,,0.53,0.57,0.57,N,933
BHWQM,CHARLES RIVER,UPPER BASIN,MA72-07,012,11/27/07 11:56,S,0.1,86,,243,,,,0.03,0.33,0.33,N,243
BHWQM,CHARLES RIVER,LOWER BASIN,MA72-38,166,11/27/07 11:16,S,0.1,10,<,1210,,,,0.03,0.33,0.33,N,1210
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,001,11/20/07 11:34,S,0.1,10,<,373,,,,0.08,0.08,0.08,N,373
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,002,11/20/07 11:20,S,0.1,10,,309,,,,0.08,0.08,0.08,N,309
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,003,11/20/07 11:01,S,0.1,10,,211,,,,0.08,0.08,0.08,N,211
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,004,11/20/07 10:46,S,0.1,20,,218,,,,0.08,0.08,0.08,N,218
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,005,11/20/07 10:36,S,0.1,10,<,259,,,,0.08,0.08,0.08,N,259
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,006,11/20/07 10:27,S,0.1,10,<,253,,,,0.08,0.08,0.08,N,253
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,145,11/20/07 10:16,S,0.1,20,,243,,,,0.08,0.08,0.08,N,243
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,007,11/20/07 10:07,B,4.1,10,<,120,,,,0.08,0.08,0.08,Y,120
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,007,11/20/07 10:07,S,0.1,10,<,156,,,,0.08,0.08,0.08,N,156
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,008,11/20/07 9:56,B,4.5,10,<,41,,,,0.08,0.08,0.08,Y,41
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,008,11/20/07 9:56,S,0.1,10,,272,,,,0.08,0.08,0.08,N,272
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,009,11/20/07 9:46,B,9,10,<,20,,,,0.08,0.08,0.08,Y,20
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,009,11/20/07 9:46,S,0.1,10,<,228,,,,0.08,0.08,0.08,N,228
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,010,11/20/07 9:36,B,8.7,10,<,10,<,,,0.08,0.08,0.08,Y,10
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,010,11/20/07 9:36,S,0.1,10,<,63,,,,0.08,0.08,0.08,Y,63
CSORWM,CHARLES RIVER,LOWER BASIN,MA72-38,011,11/20/07 9:24,B,6.8,10,,20,,,,0.08,0.08,0.08,Y,20
CSORWM,CHARLES RIVER,LOWER BASIN,MA72-38,011,11/20/07 9:24,S,0.1,10,<,63,,,,0.08,0.08,0.08,Y,63
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,001,11/19/07 11:21,S,0.1,20,,309,,,,0,0,0,N,309
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,002,11/19/07 11:07,S,0.1,10,<,158,,,,0,0,0,N,158
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,003,11/19/07 10:52,S,0.1,20,,354,,,,0,0,0,N,354
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,004,11/19/07 10:37,S,0.1,85,,512,,,,0,0,0,N,512
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,005,11/19/07 10:28,S,0.1,20,,187,,,,0,0,0,N,187
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,006,11/19/07 10:18,S,0.1,52,,496,,,,0,0,0,N,496
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,145,11/19/07 10:08,S,0.1,121,,2100,,,,0,0,0,N,2100
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,007,11/19/07 10:01,B,4,10,<,160,,,,0,0,0,N,160
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,007,11/19/07 10:01,S,0.1,10,<,201,,,,0,0,0,N,201
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,008,11/19/07 9:51,B,4.4,10,<,135,,,,0,0,0,N,135
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,008,11/19/07 9:51,S,0.1,20,,74,,,,0,0,0,Y,74
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,009,11/19/07 9:41,B,8.9,10,,20,,,,0,0,0,Y,20
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,009,11/19/07 9:41,S,0.1,10,<,63,,,,0,0,0,Y,63
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,010,11/19/07 9:32,B,4.8,10,<,10,,,,0,0,0,Y,10
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,010,11/19/07 9:32,S,0.1,10,,148,,,,0,0,0,N,148
CSORWM,CHARLES RIVER,LOWER BASIN,MA72-38,011,11/19/07 9:22,B,7.2,10,<,85,,,,0,0,0,Y,85
CSORWM,CHARLES RIVER,LOWER BASIN,MA72-38,011,11/19/07 9:22,S,0.1,10,<,86,,,,0,0,0,Y,86
BHWQM,CHARLES RIVER,LOWER BASIN,MA72-38,166,11/16/07 8:54,S,0.1,10,<,63,,,,0.36,0.68,0.68,Y,63
BHWQM,CHARLES RIVER,UPPER BASIN,MA72-07,012,11/14/07 11:31,S,0.1,20,,288,,,,0,0.19,0.22,N,288
BHWQM,CHARLES RIVER,LOWER BASIN,MA72-38,166,11/14/07 10:56,S,0.1,10,<,134,,,,0,0.19,0.22,N,134
BHWQM,CHARLES RIVER,LOWER BASIN,MA72-38,166,11/7/07 9:10,S,0.1,10,<,63,,,,0,0.62,0.62,Y,63
BHWQM,CHARLES RIVER,UPPER BASIN,MA72-07,012,11/1/07 9:56,S,0.1,10,<,52,,,,0,0,0,Y,52
BHWQM,CHARLES RIVER,LOWER BASIN,MA72-38,166,11/1/07 9:21,S,0.1,20,,31,,,,0,0,0,Y,31
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,001,10/31/07 10:30,S,0.1,10,<,74,,,,0,0,0,Y,74
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,002,10/31/07 10:21,S,0.1,10,<,187,,,,0,0,0,N,187
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,003,10/31/07 10:07,S,0.1,10,,109,,,,0,0,0,Y,109
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,004,10/31/07 9:56,S,0.1,10,<,109,,,,0,0,0,Y,109
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,005,10/31/07 9:50,S,0.1,10,<,97,,,,0,0,0,Y,97
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,006,10/31/07 9:42,S,0.1,10,<,41,,,,0,0,0,Y,41
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,145,10/31/07 9:34,S,0.1,10,,74,,,,0,0,0,Y,74
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,007,10/31/07 9:26,B,4.4,10,<,30,,,,0,0,0,Y,30
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,007,10/31/07 9:26,S,0.1,20,,20,,,,0,0,0,Y,20
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,008,10/31/07 9:18,B,4.5,10,,41,,,,0,0,0,Y,41
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,008,10/31/07 9:18,S,0.1,10,<,74,,,,0,0,0,Y,74
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,009,10/31/07 9:09,B,9.2,10,<,10,,,,0,0,0,Y,10
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,009,10/31/07 9:09,S,0.1,10,<,20,,,,0,0,0,Y,20
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,010,10/31/07 9:01,B,9,10,<,10,<,,,0,0,0,Y,10
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,010,10/31/07 9:01,S,0.1,10,<,10,,,,0,0,0,Y,10
CSORWM,CHARLES RIVER,LOWER BASIN,MA72-38,011,10/31/07 8:52,B,6.7,10,,10,,,,0,0,0,Y,10
CSORWM,CHARLES RIVER,LOWER BASIN,MA72-38,011,10/31/07 8:52,S,0.1,10,,10,,,,0,0,0,Y,10
BHWQM,CHARLES RIVER,UPPER BASIN,MA72-07,012,10/15/07 10:45,S,0.1,10,<,52,,,,0,0,0,Y,52
BHWQM,CHARLES RIVER,LOWER BASIN,MA72-38,166,10/15/07 10:12,S,0.1,10,<,10,,,,0,0,0,Y,10
BHWQM,CHARLES RIVER,LOWER BASIN,MA72-38,166,10/12/07 8:29,S,0.1,10,<,98,,,,0.04,0.33,0.37,Y,98
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,001,10/11/07 9:27,S,0.1,10,<,74,,,,0.29,0.33,0.34,Y,74
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,002,10/11/07 9:13,S,0.1,10,,122,,,,0.29,0.33,0.34,Y,122
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,003,10/11/07 8:52,S,0.1,10,<,110,,,,0.29,0.33,0.34,Y,110
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,004,10/11/07 8:37,S,0.1,10,<,10,<,,,0.29,0.33,0.34,Y,10
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,005,10/11/07 8:27,S,0.1,10,<,10,,,,0.29,0.33,0.34,Y,10
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,006,10/11/07 8:20,S,0.1,108,,110,,,,0.29,0.33,0.34,Y,110
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,145,10/11/07 8:12,S,0.1,52,,1020,,,,0.29,0.33,0.34,N,1020
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,007,10/11/07 8:04,B,4.3,10,<,135,,,,0.29,0.33,0.34,N,135
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,007,10/11/07 8:04,S,0.1,10,,132,,,,0.29,0.33,0.34,N,132
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,008,10/11/07 7:57,B,4,10,<,52,,,,0.29,0.33,0.34,Y,52
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,008,10/11/07 7:57,S,0.1,10,<,83,,,,0.29,0.33,0.34,Y,83
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,009,10/11/07 7:50,B,9,10,<,52,,,,0.29,0.33,0.34,Y,52
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,009,10/11/07 7:50,S,0.1,10,<,146,,,,0.29,0.33,0.34,N,146
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,010,10/11/07 7:41,B,8.4,10,,31,,,,0.29,0.33,0.34,Y,31
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,010,10/11/07 7:41,S,0.1,10,<,110,,,,0.29,0.33,0.34,Y,110
CSORWM,CHARLES RIVER,LOWER BASIN,MA72-38,011,10/11/07 7:32,B,6.5,10,<,10,<,,,0.29,0.33,0.34,Y,10
CSORWM,CHARLES RIVER,LOWER BASIN,MA72-38,011,10/11/07 7:32,S,0.1,10,<,31,,,,0.29,0.33,0.34,Y,31
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,001,10/10/07 9:58,S,0.1,20,,1290,,,,0.04,0.05,0.69,N,1290
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,002,10/10/07 9:42,S,0.1,10,<,216,,,,0.04,0.05,0.69,N,216
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,003,10/10/07 9:26,S,0.1,20,,199,,,,0.04,0.05,0.69,N,199
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,004,10/10/07 9:10,S,0.1,10,<,413,,,,0.04,0.05,0.69,N,413
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,005,10/10/07 9:02,S,0.1,10,,31,,,,0.04,0.05,0.69,Y,31
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,006,10/10/07 8:53,S,0.1,120,,228,,,,0.04,0.05,0.69,N,228
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,145,10/10/07 8:44,S,0.1,556,,15500,,,,0.04,0.05,0.69,N,15500
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,007,10/10/07 8:37,B,4.5,10,,146,,,,0.04,0.05,0.69,N,146
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,007,10/10/07 8:37,S,0.1,10,,74,,,,0.04,0.05,0.69,Y,74
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,008,10/10/07 8:29,B,4.2,20,,520,,,,0.04,0.05,0.69,N,520
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,008,10/10/07 8:29,S,0.1,52,,388,,,,0.04,0.05,0.69,N,388
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,009,10/10/07 8:20,B,9.1,10,<,30,,,,0.04,0.05,0.69,Y,30
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,009,10/10/07 8:20,S,0.1,41,,199,,,,0.04,0.05,0.69,N,199
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,010,10/10/07 8:11,B,8.7,10,,20,,,,0.04,0.05,0.69,Y,20
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,010,10/10/07 8:11,S,0.1,31,,218,,,,0.04,0.05,0.69,N,218
CSORWM,CHARLES RIVER,LOWER BASIN,MA72-38,011,10/10/07 8:00,B,6.7,20,,10,,,,0.04,0.05,0.69,Y,10
CSORWM,CHARLES RIVER,LOWER BASIN,MA72-38,011,10/10/07 8:00,S,0.1,10,,30,,,,0.04,0.05,0.69,Y,30
BHWQM,CHARLES RIVER,UPPER BASIN,MA72-07,012,10/1/07 9:47,S,0.1,10,<,31,,,,0,0,0,Y,31
BHWQM,CHARLES RIVER,LOWER BASIN,MA72-38,166,10/1/07 9:12,S,0.1,10,<,10,,,,0,0,0,Y,10
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,001,9/19/07 10:24,S,0.1,10,<,10,<,,,0,0,0,Y,10
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,002,9/19/07 10:09,S,0.1,10,<,31,,,,0,0,0,Y,31
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,003,9/19/07 9:53,S,0.1,10,,52,,,,0,0,0,Y,52
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,004,9/19/07 9:37,S,0.1,10,,10,<,,,0,0,0,Y,10
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,005,9/19/07 9:29,S,0.1,10,<,52,,,,0,0,0,Y,52
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,006,9/19/07 9:20,S,0.1,10,<,52,,,,0,0,0,Y,52
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,145,9/19/07 9:12,S,0.1,10,,98,,,,0,0,0,Y,98
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,007,9/19/07 9:05,B,4.8,10,<,20,,,,0,0,0,Y,20
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,007,9/19/07 9:05,S,0.1,10,<,10,,,,0,0,0,Y,10
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,008,9/19/07 8:53,B,3.7,10,<,10,<,,,0,0,0,Y,10
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,008,9/19/07 8:53,S,0.1,10,<,10,<,,,0,0,0,Y,10
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,009,9/19/07 8:45,B,8.3,10,<,10,,,,0,0,0,Y,10
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,009,9/19/07 8:45,S,0.1,10,<,10,,,,0,0,0,Y,10
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,010,9/19/07 8:38,B,8.8,10,,10,<,,,0,0,0,Y,10
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,010,9/19/07 8:38,S,0.1,10,<,10,<,,,0,0,0,Y,10
CSORWM,CHARLES RIVER,LOWER BASIN,MA72-38,011,9/19/07 8:09,B,6.6,10,<,52,,,,0,0,0,Y,52
CSORWM,CHARLES RIVER,LOWER BASIN,MA72-38,011,9/19/07 8:09,S,0.1,10,<,10,<,,,0,0,0,Y,10
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,001,9/18/07 10:23,S,0.1,10,<,73,,,,0,0,0,Y,73
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,002,9/18/07 10:02,S,0.1,10,<,74,,,,0,0,0,Y,74
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,003,9/18/07 9:45,S,0.1,10,<,10,,,,0,0,0,Y,10
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,004,9/18/07 9:29,S,0.1,10,<,31,,,,0,0,0,Y,31
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,005,9/18/07 9:20,S,0.1,10,,10,,,,0,0,0,Y,10
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,006,9/18/07 9:12,S,0.1,10,,10,<,,,0,0,0,Y,10
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,145,9/18/07 9:05,S,0.1,10,<,97,,,,0,0,0,Y,97
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,007,9/18/07 8:57,B,4.5,10,<,20,,,,0,0,0,Y,20
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,007,9/18/07 8:57,S,0.1,10,<,52,,,,0,0,0,Y,52
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,008,9/18/07 8:49,B,4.2,10,<,10,,,,0,0,0,Y,10
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,008,9/18/07 8:49,S,0.1,10,<,10,,,,0,0,0,Y,10
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,009,9/18/07 8:39,B,8.4,10,<,10,,,,0,0,0,Y,10
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,009,9/18/07 8:39,S,0.1,10,<,10,,,,0,0,0,Y,10
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,010,9/18/07 8:27,B,6.2,10,<,10,,,,0,0,0,Y,10
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,010,9/18/07 8:27,S,0.1,10,<,10,<,,,0,0,0,Y,10
CSORWM,CHARLES RIVER,LOWER BASIN,MA72-38,011,9/18/07 8:19,B,6.7,10,<,156,,,,0,0,0,N,156
CSORWM,CHARLES RIVER,LOWER BASIN,MA72-38,011,9/18/07 8:19,S,0.1,10,<,20,,,,0,0,0,Y,20
BHWQM,CHARLES RIVER,UPPER BASIN,MA72-07,012,9/17/07 10:10,S,0.1,10,<,20,,,,0,0,0.34,Y,20
BHWQM,CHARLES RIVER,LOWER BASIN,MA72-38,166,9/17/07 9:43,S,0.1,10,<,20,,,,0,0,0.34,Y,20
BHWQM,CHARLES RIVER,UPPER BASIN,MA72-07,012,9/12/07 9:35,S,0.1,354,,1170,,,,0,1.28,1.29,N,1170
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,001,9/12/07 9:24,S,0.1,2040,,7270,,,,0,1.28,1.29,N,7270
BHWQM,CHARLES RIVER,UPPER BASIN,MA72-07,012,9/6/07 10:17,S,0.1,20,,10,,,,0,0,0,Y,10
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,144,9/6/07 10:01,S,0.1,10,,41,,,,0,0,0,Y,41
BHWQM,CHARLES RIVER,LOWER BASIN,MA72-38,166,9/6/07 9:33,S,0.1,10,<,10,<,,,0,0,0,Y,10
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,001,8/30/07 9:47,S,0.1,10,,173,,,,0,0,0,N,173
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,002,8/30/07 9:32,S,0.1,10,<,31,,,,0,0,0,Y,31
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,003,8/30/07 9:14,S,0.1,10,<,30,,,,0,0,0,Y,30
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,004,8/30/07 9:02,S,0.1,10,<,10,<,,,0,0,0,Y,10
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,005,8/30/07 8:55,S,0.1,10,<,20,,,,0,0,0,Y,20
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,006,8/30/07 8:48,S,0.1,10,<,41,,,,0,0,0,Y,41
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,145,8/30/07 8:39,S,0.1,20,,179,,,,0,0,0,N,179
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,007,8/30/07 8:32,B,4.6,10,<,20,,,,0,0,0,Y,20
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,007,8/30/07 8:32,S,0.1,10,<,74,,,,0,0,0,Y,74
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,008,8/30/07 8:23,B,4.1,10,<,10,<,,,0,0,0,Y,10
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,008,8/30/07 8:23,S,0.1,10,<,10,,,,0,0,0,Y,10
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,009,8/30/07 8:14,B,8.2,10,<,10,<,,,0,0,0,Y,10
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,009,8/30/07 8:14,S,0.1,10,<,31,,,,0,0,0,Y,31
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,010,8/30/07 8:08,B,8.8,10,,10,<,,,0,0,0,Y,10
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,010,8/30/07 8:08,S,0.1,10,<,10,<,,,0,0,0,Y,10
CSORWM,CHARLES RIVER,LOWER BASIN,MA72-38,011,8/30/07 7:55,B,6.7,20,,41,,,,0,0,0,Y,41
CSORWM,CHARLES RIVER,LOWER BASIN,MA72-38,011,8/30/07 7:55,S,0.1,10,<,10,,,,0,0,0,Y,10
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,001,8/29/07 10:10,S,0.1,10,<,10,<,,,0,0,0,Y,10
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,002,8/29/07 9:53,S,0.1,10,<,10,,,,0,0,0,Y,10
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,003,8/29/07 9:28,S,0.1,10,<,10,<,,,0,0,0,Y,10
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,004,8/29/07 9:10,S,0.1,10,<,10,<,,,0,0,0,Y,10
CSORWM,CHARLES RIVER,UPPER BASIN,MA72-36,005,8/29/07 8:59,S,0.1,10,<,20,,,,0,0,0,Y,20
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,006,8/29/07 8:50,S,0.1,31,,74,,,,0,0,0,Y,74
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,145,8/29/07 8:41,S,0.1,10,<,74,,,,0,0,0,Y,74
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,007,8/29/07 8:32,B,4.4,10,<,31,,,,0,0,0,Y,31
CSORWM,CHARLES RIVER,MID-BASIN,MA72-38,007,8/29/07 8:32,S,0.1,10,<,10,<,,,0,0,0,Y,10
